id,episode_id,user_id,watched_time
7998,685,31,2023-07-02 02:40:50.808322
7999,370,59,2023-10-09 02:26:39.045112
8000,1292,46,2023-04-12 02:40:50.808564
8001,1027,83,2023-11-23 02:26:39.045178
8002,14,86,2023-06-18 02:40:50.808806
8003,1612,23,2023-05-27 02:26:39.045270
8004,1306,14,2023-11-16 02:40:50.809044
8005,1517,6,2023-08-22 02:26:39.045394
8006,1828,90,2024-03-05 02:40:50.809296
8007,368,85,2023-11-29 02:26:39.045461
8008,710,89,2024-01-14 02:40:50.809662
8009,98,39,2023-03-15 02:26:39.045555
8010,631,18,2024-01-20 02:40:50.809884
8011,397,50,2024-01-11 02:26:39.045620
8012,1228,59,2024-02-23 02:40:50.810103
8013,457,81,2023-03-19 02:26:39.045684
8014,657,79,2023-05-11 02:40:50.810322
8015,670,46,2023-06-30 02:26:39.045748
8016,807,91,2023-10-12 02:40:50.810540
8017,1355,11,2023-04-17 02:26:39.045825
8018,563,37,2023-05-09 02:40:50.810783
8020,690,42,2023-07-13 02:40:50.811003
8022,1336,9,2023-06-04 02:40:50.811241
8023,471,25,2024-02-22 02:26:39.046039
8024,1845,9,2023-11-21 02:40:50.811464
8025,1411,93,2023-05-07 02:26:39.046111
8026,1150,33,2024-01-07 02:40:50.811695
8027,377,31,2023-06-29 02:26:39.046199
8028,18,8,2023-12-02 02:40:50.811923
8029,1264,50,2024-02-02 02:26:39.046265
8030,545,77,2024-02-21 02:40:50.812140
8031,395,70,2023-04-11 02:26:39.046358
8032,1901,56,2024-01-05 02:40:50.812360
8033,1747,40,2023-06-24 02:26:39.046424
8034,1822,50,2023-05-20 02:40:50.812577
8035,1776,69,2023-07-19 02:26:39.046489
8036,218,13,2023-03-08 02:40:50.812825
8037,405,3,2024-02-16 02:26:39.046574
8038,1819,70,2023-09-17 02:40:50.813048
8039,386,44,2024-02-06 02:26:39.046654
8040,1924,28,2023-08-06 02:40:50.813268
8041,673,44,2024-02-13 02:26:39.046719
8042,650,10,2024-02-05 02:40:50.813603
8043,390,52,2024-01-05 02:26:39.046784
8044,1374,54,2023-06-24 02:40:50.813830
8045,1347,28,2023-04-06 02:26:39.046848
8046,1109,4,2023-07-10 02:40:50.814098
8047,1638,86,2023-06-12 02:26:39.046932
8048,674,51,2023-05-09 02:40:50.814319
8049,1347,59,2023-03-24 02:26:39.047003
8050,280,49,2023-07-03 02:40:50.814538
8051,1636,69,2023-12-20 02:26:39.047068
8052,735,1,2023-12-02 02:40:50.814757
8053,474,95,2023-05-14 02:26:39.047132
8054,1854,42,2023-03-09 02:40:50.814985
8055,369,30,2024-01-29 02:26:39.047222
8056,1601,68,2023-04-22 02:40:50.815221
8057,1460,5,2023-12-24 02:26:39.047303
8058,660,16,2023-12-30 02:40:50.815440
8059,457,63,2023-04-06 02:26:39.047382
8060,1085,61,2024-01-12 02:40:50.815659
8061,1347,3,2023-07-08 02:26:39.047463
8062,813,61,2023-07-03 02:40:50.815877
8063,398,80,2024-02-11 02:26:39.047528
8064,931,32,2023-12-16 02:40:50.816149
8066,1499,51,2023-06-04 02:40:50.816373
8067,1980,84,2023-12-30 02:26:39.047685
8068,1075,84,2023-09-20 02:40:50.816591
8069,369,2,2023-12-08 02:26:39.047755
8070,325,92,2023-04-11 02:40:50.816812
8071,1975,81,2024-02-09 02:26:39.047820
8072,555,64,2023-06-06 02:40:50.817031
8073,1938,40,2024-01-16 02:26:39.047886
8074,1123,98,2024-01-29 02:40:50.817275
8075,1587,59,2023-04-28 02:26:39.047957
8076,1361,8,2023-09-11 02:40:50.817616
8077,1300,22,2023-05-08 02:26:39.048047
8078,1009,95,2023-12-31 02:40:50.817854
8079,1065,9,2024-01-11 02:26:39.048112
8080,1217,65,2023-05-07 02:40:50.818075
8081,1717,15,2023-06-25 02:26:39.048177
8082,1556,38,2024-02-02 02:40:50.818322
8083,403,77,2023-04-25 02:26:39.048261
8084,1080,53,2023-04-02 02:40:50.818542
8085,782,29,2024-02-02 02:26:39.048351
8086,1953,89,2023-05-28 02:40:50.818763
8087,1176,26,2023-07-31 02:26:39.048417
8088,496,55,2023-11-07 02:40:50.818995
8089,673,44,2023-03-24 02:26:39.048504
8090,1841,10,2023-06-23 02:40:50.819215
8091,703,52,2023-09-21 02:26:39.048570
8092,517,46,2023-08-28 02:40:50.819462
8093,441,16,2023-03-21 02:26:39.048634
8094,1052,17,2023-04-01 02:40:50.819683
8095,1011,74,2023-05-31 02:26:39.048714
8096,913,41,2023-08-06 02:40:50.819937
8097,1689,18,2023-09-23 02:26:39.048812
8098,748,59,2023-08-25 02:40:50.820158
8099,379,28,2024-02-11 02:26:39.048877
8100,1921,91,2023-07-01 02:40:50.820379
8101,1860,76,2023-12-08 02:26:39.048942
8102,562,70,2023-07-25 02:40:50.820600
8103,1398,43,2024-02-02 02:26:39.049006
8104,1325,79,2023-04-02 02:40:50.820839
8105,1634,16,2023-10-17 02:26:39.049103
8106,1586,1,2023-09-23 02:40:50.821063
8107,990,19,2023-08-06 02:26:39.049169
8108,348,95,2023-10-04 02:40:50.821304
8109,1561,22,2023-03-15 02:26:39.049250
8110,1943,16,2024-01-24 02:40:50.821639
8112,1083,55,2023-03-31 02:40:50.821876
8113,1628,22,2023-07-25 02:26:39.049506
8114,1830,96,2023-08-24 02:40:50.822110
8116,1306,77,2024-01-18 02:40:50.822331
8117,1754,6,2023-12-28 02:26:39.049683
8118,1274,12,2023-09-04 02:40:50.822551
8119,1980,13,2023-04-17 02:26:39.049765
8120,691,27,2023-10-10 02:40:50.822771
8121,404,79,2023-08-26 02:26:39.049853
8122,1521,3,2023-04-14 02:40:50.823023
8123,381,100,2023-12-16 02:26:39.049920
8124,49,41,2023-12-22 02:40:50.823245
8125,1532,3,2023-06-30 02:26:39.049985
8126,1100,99,2023-10-02 02:40:50.823464
8127,393,11,2024-03-02 02:26:39.050050
8128,53,18,2023-08-01 02:40:50.823706
8129,1717,1,2023-12-05 02:26:39.050129
8130,620,78,2023-04-22 02:40:50.823931
8131,73,12,2023-03-10 02:26:39.050205
8132,187,53,2023-04-02 02:40:50.824174
8133,85,84,2023-05-07 02:26:39.050270
8134,1824,75,2023-07-29 02:40:50.824395
8135,1948,37,2023-08-05 02:26:39.050334
8136,1233,73,2023-07-21 02:40:50.824624
8137,1347,89,2023-07-06 02:26:39.050398
8138,1316,53,2023-06-15 02:40:50.824856
8139,1688,89,2024-01-01 02:26:39.050491
8140,1684,55,2023-04-25 02:40:50.825076
8141,410,27,2023-12-23 02:26:39.050601
8142,1441,74,2024-02-29 02:40:50.825360
8143,1348,82,2023-10-19 02:26:39.050722
8144,233,7,2023-07-10 02:40:50.825648
8145,1082,67,2023-07-19 02:26:39.050796
8146,1214,72,2023-12-07 02:40:50.825898
8147,1089,53,2023-11-04 02:26:39.050906
8148,1955,65,2024-01-05 02:40:50.826165
8149,1382,23,2023-04-28 02:26:39.051021
8150,422,52,2024-02-28 02:40:50.826423
8151,1055,89,2024-02-15 02:26:39.051142
8152,1216,34,2024-01-07 02:40:50.826644
8153,718,77,2023-12-04 02:26:39.051211
8154,1115,98,2023-11-02 02:40:50.826894
8155,399,92,2023-06-24 02:26:39.051292
8156,786,64,2023-05-08 02:40:50.827115
8157,1546,79,2024-01-20 02:26:39.051381
8158,1906,91,2023-04-12 02:40:50.827358
8159,386,81,2023-10-03 02:26:39.051470
8160,713,55,2023-10-19 02:40:50.827577
8161,1401,45,2023-08-04 02:26:39.051568
8162,182,86,2024-02-13 02:40:50.827831
8163,387,1,2023-05-25 02:26:39.051675
8164,1921,38,2023-05-21 02:40:50.828097
8165,1188,31,2023-11-28 02:26:39.051742
8166,1433,62,2024-02-13 02:40:50.828362
8167,1504,16,2023-06-08 02:26:39.051807
8168,686,27,2023-05-28 02:40:50.828639
8169,383,13,2023-04-24 02:26:39.051872
8170,577,31,2023-10-01 02:40:50.828899
8172,1855,13,2024-03-04 02:40:50.829169
8173,87,65,2023-11-14 02:26:39.052042
8174,564,31,2024-01-30 02:40:50.829427
8175,1108,60,2023-04-20 02:26:39.052111
8176,1062,13,2024-01-28 02:40:50.829666
8177,1689,85,2023-11-20 02:26:39.052175
8178,424,48,2023-09-05 02:40:50.829886
8180,1990,63,2023-04-14 02:40:50.830134
8181,1456,25,2024-01-08 02:26:39.052323
8182,1518,62,2024-02-07 02:40:50.830395
8183,447,20,2023-03-21 02:26:39.052402
8184,1123,9,2023-06-04 02:40:50.830660
8185,819,61,2023-06-25 02:26:39.052501
8186,1470,29,2024-02-28 02:40:50.830929
8187,1840,23,2023-12-15 02:26:39.052578
8188,1835,88,2023-04-03 02:40:50.831190
8189,442,86,2024-02-12 02:26:39.052659
8190,1921,61,2023-06-20 02:40:50.831451
8191,780,7,2023-04-10 02:26:39.052743
8192,1550,40,2023-04-27 02:40:50.831737
8194,1682,3,2023-06-21 02:40:50.831999
8196,800,24,2023-10-29 02:40:50.832246
8197,394,33,2023-09-16 02:26:39.052936
8198,787,45,2023-08-25 02:40:50.832482
8200,1596,2,2023-03-21 02:40:50.832716
8201,1207,6,2024-01-12 02:26:39.053085
8202,1496,91,2023-04-23 02:40:50.832953
8203,701,95,2024-02-08 02:26:39.053160
8204,1801,38,2023-11-08 02:40:50.833173
8205,946,69,2023-12-06 02:26:39.053242
8206,247,20,2024-02-22 02:40:50.833507
8207,372,21,2024-02-20 02:26:39.053351
8208,1358,16,2023-11-26 02:40:50.833752
8209,404,63,2023-06-16 02:26:39.053427
8210,1271,6,2023-12-19 02:40:50.833976
8211,1322,15,2024-01-29 02:26:39.053510
8212,1578,17,2023-11-26 02:40:50.834195
8213,1915,31,2023-07-22 02:26:39.053594
8214,42,73,2023-04-13 02:40:50.834432
8216,1635,32,2023-04-08 02:40:50.834653
8217,1754,42,2023-08-04 02:26:39.053744
8218,654,45,2023-10-19 02:40:50.834957
8219,1065,26,2023-03-25 02:26:39.053834
8220,1351,7,2023-10-31 02:40:50.835184
8221,1011,42,2023-11-09 02:26:39.053912
8222,1212,48,2023-07-19 02:40:50.835429
8223,844,100,2024-01-09 02:26:39.053976
8224,883,11,2023-11-07 02:40:50.835675
8225,412,42,2023-11-10 02:26:39.054040
8226,1470,26,2023-05-24 02:40:50.835897
8228,1917,34,2023-10-29 02:40:50.836118
8229,1084,95,2023-08-07 02:26:39.054226
8230,647,63,2023-12-14 02:40:50.836353
8231,447,26,2023-08-26 02:26:39.054293
8232,1473,81,2023-07-10 02:40:50.836622
8233,1805,29,2024-01-28 02:26:39.054358
8234,631,71,2024-01-28 02:40:50.836845
8235,670,61,2023-05-11 02:26:39.054422
8236,1677,17,2024-01-09 02:40:50.837065
8237,95,63,2024-02-07 02:26:39.054486
8238,877,77,2023-08-19 02:40:50.837284
8239,1446,56,2023-12-22 02:26:39.054597
8240,903,84,2023-03-07 02:40:50.837643
8241,403,28,2023-04-28 02:26:39.054678
8242,1523,41,2023-04-13 02:40:50.837876
8243,893,59,2023-12-05 02:26:39.054744
8244,986,90,2023-07-04 02:40:50.838097
8245,1411,50,2023-08-27 02:26:39.054809
8246,551,30,2023-08-29 02:40:50.838316
8247,1782,18,2023-07-15 02:26:39.054891
8248,1990,11,2023-09-23 02:40:50.838535
8249,1577,93,2023-11-27 02:26:39.054961
8250,1217,85,2023-10-10 02:40:50.838823
8251,1348,81,2023-09-04 02:26:39.055026
8252,1266,73,2023-08-24 02:40:50.839047
8253,1355,35,2023-11-23 02:26:39.055090
8254,1269,7,2023-03-27 02:40:50.839288
8255,1885,43,2023-12-31 02:26:39.055168
8256,1760,50,2023-07-28 02:40:50.839509
8257,404,5,2023-03-17 02:26:39.055234
8258,328,8,2023-07-20 02:40:50.839765
8260,123,91,2023-07-27 02:40:50.839986
8261,398,36,2023-12-27 02:26:39.055384
8262,771,53,2023-10-21 02:40:50.840209
8263,383,15,2023-07-11 02:26:39.055449
8264,1117,63,2024-01-19 02:40:50.840449
8265,1304,59,2023-08-04 02:26:39.055513
8266,586,19,2023-10-18 02:40:50.840672
8267,1207,22,2023-09-12 02:26:39.055589
8268,1356,27,2023-10-09 02:40:50.840952
8269,1082,29,2023-10-06 02:26:39.055666
8270,150,94,2023-08-11 02:40:50.841192
8272,1560,83,2023-05-23 02:40:50.841492
8273,1452,82,2023-04-27 02:26:39.055841
8274,1412,29,2023-10-23 02:40:50.841739
8275,410,22,2023-05-15 02:26:39.055928
8276,421,68,2023-09-20 02:40:50.842066
8277,1322,71,2023-11-09 02:26:39.056013
8278,607,38,2023-05-07 02:40:50.842446
8279,990,12,2023-08-08 02:26:39.056079
8280,1593,59,2023-09-13 02:40:50.842760
8281,448,67,2023-06-29 02:26:39.056143
8282,1527,14,2023-03-20 02:40:50.843040
8283,90,28,2023-05-08 02:26:39.056215
8284,1605,43,2023-06-29 02:40:50.843344
8286,644,77,2023-06-12 02:40:50.843780
8287,1658,36,2024-02-27 02:26:39.056356
8288,1934,6,2024-02-22 02:40:50.844221
8289,1806,94,2023-07-30 02:26:39.056421
8290,1407,41,2023-06-19 02:40:50.844646
8291,1283,95,2023-10-31 02:26:39.056485
8292,136,30,2023-12-21 02:40:50.844875
8293,73,32,2023-09-20 02:26:39.056549
8294,952,55,2023-04-12 02:40:50.845144
8295,665,56,2023-05-14 02:26:39.056627
8296,1308,75,2023-07-08 02:40:50.845409
8297,1452,29,2023-05-08 02:26:39.056720
8298,307,82,2023-11-05 02:40:50.845737
8299,1561,20,2023-05-17 02:26:39.056802
8300,1803,52,2024-02-08 02:40:50.846005
8301,82,1,2023-08-05 02:26:39.056880
8302,1487,56,2023-11-08 02:40:50.846273
8304,161,95,2024-02-04 02:40:50.846522
8305,1443,61,2023-06-21 02:26:39.057073
8306,1828,10,2023-07-25 02:40:50.846756
8307,455,5,2023-08-01 02:26:39.057154
8308,810,78,2023-06-13 02:40:50.846978
8309,394,68,2023-08-17 02:26:39.057218
8310,908,81,2023-12-17 02:40:50.847223
8312,1545,92,2024-01-19 02:40:50.847486
8313,934,13,2023-07-18 02:26:39.057390
8314,1263,96,2024-02-14 02:40:50.847725
8315,1689,64,2023-11-03 02:26:39.057458
8316,878,79,2023-09-15 02:40:50.847962
8317,1897,11,2023-05-25 02:26:39.057523
8318,537,80,2023-12-06 02:40:50.848208
8319,1011,97,2024-02-28 02:26:39.057587
8320,1024,64,2023-05-27 02:40:50.848498
8321,858,89,2023-08-10 02:26:39.057652
8322,1145,32,2023-11-07 02:40:50.848722
8324,1236,23,2023-06-06 02:40:50.848958
8325,946,46,2023-10-06 02:26:39.057825
8326,1191,43,2023-04-21 02:40:50.849178
8327,466,31,2023-04-09 02:26:39.057918
8328,1214,93,2023-03-13 02:40:50.849511
8329,1108,12,2024-02-26 02:26:39.058007
8330,949,49,2023-05-23 02:40:50.849786
8331,470,62,2023-03-29 02:26:39.058124
8332,1113,30,2023-10-23 02:40:50.850040
8333,390,40,2023-12-14 02:26:39.058214
8334,593,41,2024-01-06 02:40:50.850261
8336,291,10,2023-07-31 02:40:50.850539
8337,408,74,2023-05-12 02:26:39.058362
8338,1193,90,2024-01-26 02:40:50.850799
8340,104,90,2024-02-06 02:40:50.851051
8341,373,60,2023-12-26 02:26:39.058519
8342,136,50,2023-09-10 02:40:50.851275
8343,1975,91,2023-08-11 02:26:39.058608
8344,517,12,2023-09-27 02:40:50.851520
8345,744,24,2023-08-29 02:26:39.058688
8346,344,84,2024-01-17 02:40:50.851819
8347,907,81,2023-07-12 02:26:39.058770
8348,750,28,2023-06-16 02:40:50.852062
8349,1738,91,2023-04-16 02:26:39.058852
8350,746,20,2023-12-09 02:40:50.852336
8351,1987,1,2023-04-19 02:26:39.058937
8352,220,22,2023-08-06 02:40:50.852589
8353,1070,10,2023-08-21 02:26:39.059024
8354,516,20,2023-04-26 02:40:50.852835
8355,1620,89,2023-09-17 02:26:39.059135
8356,9,99,2023-11-26 02:40:50.853080
8357,411,68,2024-02-18 02:26:39.059243
8358,702,49,2023-09-14 02:40:50.853337
8359,406,38,2023-07-31 02:26:39.059338
8360,1573,66,2023-05-30 02:40:50.853619
8361,665,97,2023-10-19 02:26:39.059423
8362,550,30,2023-10-17 02:40:50.853862
8363,1347,90,2023-04-27 02:26:39.059489
8364,1262,93,2023-04-25 02:40:50.854133
8365,1382,70,2023-05-16 02:26:39.059580
8366,190,79,2023-08-21 02:40:50.854499
8367,408,27,2023-03-21 02:26:39.059672
8368,22,7,2023-09-18 02:40:50.854848
8369,88,11,2023-04-23 02:26:39.059738
8370,993,20,2024-02-17 02:40:50.855109
8371,1207,43,2024-02-06 02:26:39.059803
8372,922,93,2023-10-03 02:40:50.855420
8373,86,66,2023-03-26 02:26:39.059883
8374,339,70,2023-06-01 02:40:50.855754
8375,1070,47,2024-02-08 02:26:39.059964
8376,588,19,2023-09-25 02:40:50.856081
8377,1401,15,2023-08-22 02:26:39.060045
8378,51,19,2023-08-24 02:40:50.856359
8379,1429,47,2023-07-11 02:26:39.060129
8380,1576,87,2023-07-11 02:40:50.856600
8381,1507,80,2024-02-14 02:26:39.060234
8382,611,88,2023-05-03 02:40:50.856940
8383,1738,47,2023-08-31 02:26:39.060323
8384,429,10,2023-11-28 02:40:50.857246
8385,844,23,2023-04-09 02:26:39.060389
8386,1588,65,2023-06-23 02:40:50.857570
8387,1456,72,2023-03-11 02:26:39.060475
8388,67,48,2024-01-19 02:40:50.857845
8389,1176,9,2023-05-23 02:26:39.060541
8390,584,46,2023-06-22 02:40:50.858126
8391,375,91,2023-11-22 02:26:39.060618
8392,543,52,2023-05-15 02:40:50.858377
8393,412,18,2023-09-16 02:26:39.060694
8394,543,37,2024-02-15 02:40:50.858636
8395,401,31,2023-06-03 02:26:39.060776
8396,21,79,2023-10-05 02:40:50.858897
8397,744,15,2023-04-08 02:26:39.060840
8398,1866,66,2023-07-11 02:40:50.859178
8399,1171,62,2023-05-13 02:26:39.060905
8400,1716,10,2023-06-09 02:40:50.859455
8401,1689,90,2023-11-19 02:26:39.060986
8402,834,68,2023-12-26 02:40:50.859730
8403,378,97,2023-11-11 02:26:39.061072
8404,894,77,2023-04-28 02:40:50.859952
8405,85,42,2023-09-07 02:26:39.061152
8406,1038,11,2023-04-15 02:40:50.860400
8407,1903,35,2023-06-22 02:26:39.061236
8408,953,60,2023-06-06 02:40:50.860675
8409,76,88,2023-08-02 02:26:39.061337
8410,1540,1,2023-06-25 02:40:50.860945
8411,819,36,2024-02-07 02:26:39.061426
8412,970,51,2023-08-04 02:40:50.861225
8413,1074,9,2023-08-28 02:26:39.061495
8414,335,13,2023-09-02 02:40:50.861577
8415,941,45,2023-07-18 02:26:39.061572
8416,220,33,2023-09-04 02:40:50.861848
8418,1838,91,2023-06-14 02:40:50.862088
8420,107,95,2024-03-01 02:40:50.862398
8421,75,61,2023-03-08 02:26:39.061828
8422,1794,85,2023-04-18 02:40:50.862708
8423,1074,69,2023-03-24 02:26:39.061909
8424,1358,55,2024-01-12 02:40:50.862960
8425,941,69,2023-10-08 02:26:39.061987
8426,811,67,2023-07-24 02:40:50.863234
8427,387,58,2023-04-23 02:26:39.062074
8428,334,7,2024-02-21 02:40:50.863527
8429,1222,48,2023-03-27 02:26:39.062147
8430,626,11,2023-11-16 02:40:50.863813
8431,1632,89,2024-02-01 02:26:39.062233
8432,1050,53,2023-09-27 02:40:50.864091
8434,1290,9,2023-12-21 02:40:50.864387
8435,844,12,2024-01-24 02:26:39.062409
8436,1360,24,2024-03-01 02:40:50.864706
8437,1398,51,2023-12-05 02:26:39.062483
8438,897,9,2023-08-03 02:40:50.865003
8439,393,37,2024-01-26 02:26:39.062549
8440,750,26,2023-09-03 02:40:50.865241
8441,407,14,2023-12-12 02:26:39.062630
8442,1515,58,2023-08-17 02:40:50.865544
8443,1138,36,2024-01-08 02:26:39.062695
8444,1850,78,2024-01-12 02:40:50.865852
8445,1776,90,2023-12-21 02:26:39.062760
8446,1830,31,2023-08-11 02:40:50.866203
8447,1620,64,2023-12-19 02:26:39.062844
8448,1092,40,2023-04-10 02:40:50.866455
8449,1070,27,2023-06-13 02:26:39.062928
8450,158,58,2023-12-03 02:40:50.866739
8451,1456,81,2024-02-23 02:26:39.063009
8452,149,88,2023-09-18 02:40:50.867041
8453,459,38,2023-08-05 02:26:39.063091
8454,808,76,2023-05-30 02:40:50.867305
8455,1264,88,2023-06-02 02:26:39.063173
8456,1441,46,2023-08-23 02:40:50.867531
8457,780,17,2023-07-07 02:26:39.063253
8458,989,70,2023-10-19 02:40:50.867803
8459,376,45,2023-08-03 02:26:39.063331
8460,1232,23,2024-01-14 02:40:50.868087
8461,1429,57,2023-04-10 02:26:39.063398
8462,1669,92,2023-12-09 02:40:50.868343
8463,990,3,2023-10-08 02:26:39.063482
8464,70,17,2023-06-17 02:40:50.868563
8465,456,25,2024-02-02 02:26:39.063547
8466,1847,78,2023-06-08 02:40:50.868820
8467,1802,3,2023-11-08 02:26:39.063636
8468,661,41,2023-11-20 02:40:50.869064
8469,412,67,2023-04-10 02:26:39.063716
8470,104,99,2023-09-23 02:40:50.869354
8471,408,43,2023-08-08 02:26:39.063781
8472,1655,33,2024-01-13 02:40:50.869658
8474,1865,34,2023-11-01 02:40:50.869929
8475,1546,84,2023-04-10 02:26:39.063925
8476,1515,5,2024-01-17 02:40:50.870248
8477,1429,42,2023-07-01 02:26:39.063992
8478,1588,82,2023-05-16 02:40:50.870498
8479,441,76,2023-03-31 02:26:39.064058
8480,1732,33,2023-12-05 02:40:50.870719
8481,1348,90,2023-06-08 02:26:39.064127
8482,1035,51,2023-07-13 02:40:50.870976
8483,473,71,2023-07-22 02:26:39.064205
8484,1339,30,2023-08-14 02:40:50.871241
8485,1510,59,2023-10-02 02:26:39.064270
8486,587,25,2023-12-20 02:40:50.871521
8487,772,73,2023-12-29 02:26:39.064335
8488,520,42,2024-01-11 02:40:50.871743
8489,676,40,2023-12-09 02:26:39.064399
8490,1197,46,2023-11-05 02:40:50.871993
8491,1860,34,2023-11-10 02:26:39.064478
8492,1445,12,2024-02-12 02:40:50.872244
8493,393,62,2023-08-28 02:26:39.064560
8494,799,91,2023-10-23 02:40:50.872524
8495,83,37,2024-02-10 02:26:39.064626
8496,804,83,2023-11-12 02:40:50.872749
8497,1072,19,2023-09-07 02:26:39.064692
8498,1905,3,2023-06-02 02:40:50.873002
8499,1929,37,2023-07-16 02:26:39.064770
8500,1028,4,2023-10-08 02:40:50.873347
8501,464,22,2023-04-24 02:26:39.064835
8502,1969,42,2023-11-13 02:40:50.873620
8504,1712,12,2024-02-17 02:40:50.873913
8505,446,69,2023-10-11 02:26:39.064994
8506,1254,99,2024-02-16 02:40:50.874226
8507,853,24,2023-12-07 02:26:39.065060
8508,16,22,2023-09-22 02:40:50.874509
8509,370,91,2023-03-17 02:26:39.065124
8510,603,79,2024-02-11 02:40:50.874762
8511,1293,86,2023-12-18 02:26:39.065189
8512,841,38,2023-07-20 02:40:50.874994
8513,1992,21,2023-11-05 02:26:39.065270
8514,1279,48,2023-10-07 02:40:50.875252
8515,770,15,2024-02-13 02:26:39.065361
8516,794,90,2023-07-03 02:40:50.875518
8517,454,41,2023-05-16 02:26:39.065427
8518,1639,56,2023-05-05 02:40:50.875749
8519,663,17,2023-07-24 02:26:39.065491
8520,1303,12,2023-07-11 02:40:50.875993
8521,80,34,2023-08-29 02:26:39.065576
8522,693,14,2023-11-14 02:40:50.876215
8523,1745,24,2023-11-21 02:26:39.065641
8524,1547,45,2023-05-21 02:40:50.876510
8525,676,72,2023-03-09 02:26:39.065705
8526,613,42,2024-01-31 02:40:50.876920
8527,469,5,2023-03-31 02:26:39.065789
8528,130,83,2023-06-20 02:40:50.877183
8529,1300,41,2023-09-11 02:26:39.065855
8530,313,36,2023-08-07 02:40:50.877517
8531,742,19,2023-08-28 02:26:39.065920
8532,6,75,2023-03-16 02:40:50.877820
8533,1283,58,2023-06-03 02:26:39.065994
8534,1649,14,2023-07-07 02:40:50.878277
8536,1231,20,2023-06-19 02:40:50.878725
8537,1622,39,2024-01-03 02:26:39.066137
8538,1131,39,2023-07-07 02:40:50.878996
8539,1879,4,2023-08-11 02:26:39.066201
8540,1301,11,2023-12-23 02:40:50.879219
8541,1283,64,2023-12-22 02:26:39.066265
8542,1280,58,2024-01-08 02:40:50.879439
8543,1895,59,2023-09-24 02:26:39.066330
8544,1119,79,2023-05-03 02:40:50.879658
8545,368,20,2024-03-03 02:26:39.066403
8546,1668,20,2023-06-29 02:40:50.879920
8547,818,95,2023-05-31 02:26:39.066469
8548,886,22,2023-10-02 02:40:50.880165
8549,1089,65,2023-09-18 02:26:39.066533
8550,1588,11,2023-05-01 02:40:50.880386
8551,1070,83,2023-03-10 02:26:39.066614
8552,1551,70,2023-03-11 02:40:50.880605
8553,663,38,2023-07-07 02:26:39.066702
8554,352,63,2023-06-04 02:40:50.880830
8555,445,38,2023-05-17 02:26:39.066790
8556,910,26,2023-11-04 02:40:50.881105
8557,85,86,2023-12-21 02:26:39.066870
8558,1654,30,2023-11-18 02:40:50.881379
8559,471,73,2023-07-23 02:26:39.066937
8560,1647,8,2023-08-02 02:40:50.881606
8561,370,44,2023-03-19 02:26:39.067002
8562,41,47,2023-09-11 02:40:50.881845
8563,1460,15,2023-07-04 02:26:39.067076
8564,437,85,2023-04-23 02:40:50.882131
8565,381,6,2023-12-25 02:26:39.067152
8566,851,58,2023-08-15 02:40:50.882373
8568,104,9,2023-11-03 02:40:50.882619
8569,956,15,2023-09-30 02:26:39.067281
8570,539,46,2023-09-12 02:40:50.882864
8571,1082,4,2023-08-13 02:26:39.067345
8572,535,17,2023-03-10 02:40:50.883122
8573,1738,80,2023-11-14 02:26:39.067410
8574,423,18,2024-03-03 02:40:50.883358
8575,1065,58,2023-09-05 02:26:39.067474
8576,796,90,2023-12-18 02:40:50.883603
8577,449,12,2023-09-20 02:26:39.067538
8578,1604,17,2023-07-22 02:40:50.883826
8579,1610,8,2023-04-29 02:26:39.067603
8580,512,80,2023-07-27 02:40:50.884098
8581,934,83,2023-11-27 02:26:39.067667
8582,1149,13,2023-04-03 02:40:50.884378
8584,1102,63,2023-07-16 02:40:50.884637
8585,1026,29,2023-10-15 02:26:39.067834
8586,1614,86,2024-02-20 02:40:50.884902
8587,1798,26,2024-02-23 02:26:39.067914
8588,791,5,2024-01-21 02:40:50.885178
8589,473,11,2023-06-04 02:26:39.067985
8590,437,23,2023-06-06 02:40:50.885465
8591,404,58,2023-03-25 02:26:39.068050
8592,1779,6,2023-05-28 02:40:50.885728
8593,95,86,2024-01-21 02:26:39.068115
8594,1650,45,2023-09-12 02:40:50.885951
8595,368,66,2023-08-17 02:26:39.068203
8596,1219,89,2024-01-31 02:40:50.886269
8597,722,25,2023-06-28 02:26:39.068269
8598,181,58,2023-12-03 02:40:50.886535
8599,1082,41,2023-05-02 02:26:39.068335
8600,28,84,2023-05-08 02:40:50.886771
8602,326,35,2023-05-31 02:40:50.886995
8603,1879,8,2023-03-30 02:26:39.068465
8604,348,71,2023-03-07 02:40:50.887285
8605,1507,47,2023-08-15 02:26:39.068551
8606,255,77,2023-05-29 02:40:50.887548
8607,1074,19,2023-07-31 02:26:39.068617
8608,541,32,2023-11-13 02:40:50.887774
8609,1642,48,2023-08-21 02:26:39.068681
8610,678,91,2023-03-15 02:40:50.888020
8612,1487,15,2024-01-18 02:40:50.888281
8613,818,37,2023-09-11 02:26:39.068831
8614,1390,73,2023-06-18 02:40:50.888560
8615,1201,45,2023-09-30 02:26:39.068907
8616,200,74,2023-07-28 02:40:50.888829
8617,1642,58,2023-05-23 02:26:39.068988
8618,1953,71,2023-11-01 02:40:50.889095
8619,1561,12,2023-11-16 02:26:39.069068
8620,1481,47,2023-10-03 02:40:50.889411
8621,399,94,2023-07-22 02:26:39.069133
