id,season_id,episode_number,title,description,duration
519,69,4,Episode 4: Crossroads 11,A confrontation with the past changes everything. 54,48
520,69,5,Episode 5: A New Beginning 11,A race against time to prevent disaster. 43,61
521,70,1,Episode 1: A New Beginning 12,A sacrifice is made for the greater good. 46,51
522,70,2,Episode 2: The Hidden Truth 11,New alliances are formed as old ones are tested. 48,54
523,70,3,Episode 3: Crossroads 9,New alliances are formed as old ones are tested. 49,31
524,70,4,Episode 4: Reckoning 12,A confrontation with the past changes everything. 55,36
525,70,5,Episode 5: A New Beginning 12,A race against time to prevent disaster. 44,111
526,70,6,Episode 6: Crossroads 12,The final battle brings a shocking conclusion. 35,79
527,70,7,Episode 7: The Hidden Truth 2,The quest for truth takes a dangerous turn. 40,69
528,70,8,Episode 8: Legacy 5,Tensions rise as secrets begin to unravel. 39,111
529,70,9,Episode 9: Endgame 2,Mysteries deepen as the search for answers continues. 42,33
530,71,1,Episode 1: Crossroads 12,A journey into the unknown reveals new challenges. 40,84
531,71,2,Episode 2: Crossroads 10,A confrontation with the past changes everything. 56,51
532,71,3,Episode 3: Endgame 15,The quest for truth takes a dangerous turn. 41,76
533,71,4,Episode 4: Reckoning 13,The quest for truth takes a dangerous turn. 42,94
534,71,5,Episode 5: Endgame 13,An unexpected discovery leads to a startling revelation. 51,88
535,71,6,Episode 6: Legacy 4,The quest for truth takes a dangerous turn. 43,84
536,71,7,Episode 7: The Hidden Truth 3,A race against time to prevent disaster. 45,60
537,71,8,Episode 8: Crossroads 6,New alliances are formed as old ones are tested. 50,84
538,71,9,Episode 9: A New Beginning 4,The final battle brings a shocking conclusion. 36,36
539,72,1,Episode 1: Reckoning 14,A journey into the unknown reveals new challenges. 41,90
540,72,2,Episode 2: A New Beginning 15,A race against time to prevent disaster. 46,100
541,72,3,Episode 3: Crossroads 10,Betrayal and intrigue threaten to undo everything. 44,109
542,72,4,Episode 4: Crossroads 12,Betrayal and intrigue threaten to undo everything. 45,37
543,72,5,Episode 5: Reckoning 9,A confrontation with the past changes everything. 57,112
544,72,6,Episode 6: Legacy 5,Tensions rise as secrets begin to unravel. 40,116
545,72,7,Episode 7: Crossroads 6,A journey into the unknown reveals new challenges. 42,69
546,72,8,Episode 8: Reckoning 5,The quest for truth takes a dangerous turn. 44,30
547,73,1,Episode 1: Endgame 11,A confrontation with the past changes everything. 58,99
548,73,2,Episode 2: Endgame 9,A race against time to prevent disaster. 47,78
549,73,3,Episode 3: Crossroads 11,The quest for truth takes a dangerous turn. 45,69
550,73,4,Episode 4: A New Beginning 10,Mysteries deepen as the search for answers continues. 43,49
551,73,5,Episode 5: Crossroads 13,A confrontation with the past changes everything. 59,105
552,73,6,Episode 6: Crossroads 13,A journey into the unknown reveals new challenges. 43,106
553,74,1,Episode 1: A New Beginning 13,Tensions rise as secrets begin to unravel. 41,51
554,74,2,Episode 2: The Hidden Truth 12,The final battle brings a shocking conclusion. 37,96
555,74,3,Episode 3: Endgame 16,Betrayal and intrigue threaten to undo everything. 46,34
556,74,4,Episode 4: Reckoning 14,Mysteries deepen as the search for answers continues. 44,88
557,74,5,Episode 5: Endgame 14,Tensions rise as secrets begin to unravel. 42,118
558,74,6,Episode 6: A New Beginning 10,The quest for truth takes a dangerous turn. 46,94
559,75,1,Episode 1: Crossroads 13,An unexpected discovery leads to a startling revelation. 52,67
560,75,2,Episode 2: Crossroads 11,"A hidden enemy emerges, threatening all they hold dear. 36",110
561,75,3,Episode 3: A New Beginning 13,A confrontation with the past changes everything. 60,52
562,75,4,Episode 4: Reckoning 15,Betrayal and intrigue threaten to undo everything. 47,40
563,75,5,Episode 5: Reckoning 10,Betrayal and intrigue threaten to undo everything. 48,35
564,76,1,Episode 1: The Hidden Truth 12,A sacrifice is made for the greater good. 47,44
565,76,2,Episode 2: Crossroads 12,An unexpected discovery leads to a startling revelation. 53,82
566,76,3,Episode 3: Legacy 10,A race against time to prevent disaster. 48,88
567,76,4,Episode 4: The Hidden Truth 13,"A hidden enemy emerges, threatening all they hold dear. 37",117
568,76,5,Episode 5: Endgame 15,A confrontation with the past changes everything. 61,30
569,76,6,Episode 6: The Hidden Truth 8,A sacrifice is made for the greater good. 48,114
570,76,7,Episode 7: The Hidden Truth 4,An unexpected discovery leads to a startling revelation. 54,48
571,77,1,Episode 1: Crossroads 14,An unexpected discovery leads to a startling revelation. 55,89
572,77,2,Episode 2: A New Beginning 16,The quest for truth takes a dangerous turn. 47,95
573,77,3,Episode 3: Reckoning 13,An unexpected discovery leads to a startling revelation. 56,96
574,77,4,Episode 4: Endgame 10,The final battle brings a shocking conclusion. 38,71
575,77,5,Episode 5: Crossroads 14,Tensions rise as secrets begin to unravel. 43,51
576,77,6,Episode 6: Reckoning 11,A sacrifice is made for the greater good. 49,38
577,77,7,Episode 7: Legacy 11,Tensions rise as secrets begin to unravel. 44,87
578,77,8,Episode 8: Crossroads 7,Tensions rise as secrets begin to unravel. 45,82
579,78,1,Episode 1: Endgame 12,A race against time to prevent disaster. 49,98
580,78,2,Episode 2: The Hidden Truth 13,The quest for truth takes a dangerous turn. 48,97
581,78,3,Episode 3: The Hidden Truth 9,A confrontation with the past changes everything. 62,106
582,78,4,Episode 4: A New Beginning 11,A confrontation with the past changes everything. 63,81
583,78,5,Episode 5: Legacy 12,New alliances are formed as old ones are tested. 51,90
584,78,6,Episode 6: Endgame 13,The quest for truth takes a dangerous turn. 49,116
585,78,7,Episode 7: Crossroads 7,A race against time to prevent disaster. 50,108
586,78,8,Episode 8: Crossroads 8,An unexpected discovery leads to a startling revelation. 57,52
587,78,9,Episode 9: Crossroads 7,Betrayal and intrigue threaten to undo everything. 49,116
588,78,10,Episode 10: A New Beginning 2,Tensions rise as secrets begin to unravel. 46,67
589,79,1,Episode 1: A New Beginning 14,The quest for truth takes a dangerous turn. 50,81
590,79,2,Episode 2: Crossroads 13,Mysteries deepen as the search for answers continues. 45,59
591,79,3,Episode 3: Legacy 11,A race against time to prevent disaster. 51,64
592,79,4,Episode 4: A New Beginning 12,Mysteries deepen as the search for answers continues. 46,58
593,79,5,Episode 5: Crossroads 15,The quest for truth takes a dangerous turn. 51,61
594,79,6,Episode 6: A New Beginning 11,"A hidden enemy emerges, threatening all they hold dear. 38",44
595,79,7,Episode 7: Crossroads 8,A confrontation with the past changes everything. 64,39
596,80,1,Episode 1: Crossroads 15,Betrayal and intrigue threaten to undo everything. 50,72
597,80,2,Episode 2: Legacy 9,The quest for truth takes a dangerous turn. 52,107
598,80,3,Episode 3: Endgame 17,New alliances are formed as old ones are tested. 52,110
599,80,4,Episode 4: Reckoning 16,New alliances are formed as old ones are tested. 53,58
600,80,5,Episode 5: The Hidden Truth 10,A journey into the unknown reveals new challenges. 44,70
601,80,6,Episode 6: Endgame 14,"A hidden enemy emerges, threatening all they hold dear. 39",60
602,80,7,Episode 7: Endgame 10,Tensions rise as secrets begin to unravel. 47,100
603,80,8,Episode 8: Crossroads 9,An unexpected discovery leads to a startling revelation. 58,107
604,80,9,Episode 9: Legacy 3,"A hidden enemy emerges, threatening all they hold dear. 40",84
605,81,1,Episode 1: Legacy 8,The final battle brings a shocking conclusion. 39,46
606,81,2,Episode 2: Crossroads 14,The final battle brings a shocking conclusion. 40,83
607,81,3,Episode 3: The Hidden Truth 10,The quest for truth takes a dangerous turn. 53,101
608,81,4,Episode 4: The Hidden Truth 14,A confrontation with the past changes everything. 65,35
609,81,5,Episode 5: Crossroads 16,The final battle brings a shocking conclusion. 41,45
610,81,6,Episode 6: Legacy 6,A race against time to prevent disaster. 52,116
611,81,7,Episode 7: The Hidden Truth 5,A journey into the unknown reveals new challenges. 45,110
612,81,8,Episode 8: The Hidden Truth 8,Tensions rise as secrets begin to unravel. 48,75
613,81,9,Episode 9: Endgame 3,A race against time to prevent disaster. 53,109
614,81,10,Episode 10: A New Beginning 3,An unexpected discovery leads to a startling revelation. 59,116
615,82,1,Episode 1: The Hidden Truth 13,An unexpected discovery leads to a startling revelation. 60,87
616,82,2,Episode 2: Reckoning 15,Tensions rise as secrets begin to unravel. 49,96
617,82,3,Episode 3: A New Beginning 14,Mysteries deepen as the search for answers continues. 47,56
618,82,4,Episode 4: Crossroads 13,New alliances are formed as old ones are tested. 54,73
619,82,5,Episode 5: Legacy 13,A race against time to prevent disaster. 54,77
620,82,6,Episode 6: A New Beginning 12,New alliances are formed as old ones are tested. 55,72
621,82,7,Episode 7: Reckoning 9,The quest for truth takes a dangerous turn. 54,106
622,82,8,Episode 8: Crossroads 10,A race against time to prevent disaster. 55,59
623,82,9,Episode 9: Reckoning 3,"A hidden enemy emerges, threatening all they hold dear. 41",53
624,83,1,Episode 1: Reckoning 15,A race against time to prevent disaster. 56,58
625,83,2,Episode 2: The Hidden Truth 14,A sacrifice is made for the greater good. 50,90
626,83,3,Episode 3: Crossroads 12,A race against time to prevent disaster. 57,55
627,83,4,Episode 4: A New Beginning 13,Mysteries deepen as the search for answers continues. 48,66
628,83,5,Episode 5: A New Beginning 13,New alliances are formed as old ones are tested. 56,70
629,83,6,Episode 6: The Hidden Truth 9,A journey into the unknown reveals new challenges. 46,58
630,83,7,Episode 7: Legacy 12,New alliances are formed as old ones are tested. 57,55
631,83,8,Episode 8: Reckoning 6,Tensions rise as secrets begin to unravel. 50,113
632,84,1,Episode 1: Endgame 13,A confrontation with the past changes everything. 66,50
633,84,2,Episode 2: The Hidden Truth 15,Tensions rise as secrets begin to unravel. 51,99
634,84,3,Episode 3: The Hidden Truth 11,Mysteries deepen as the search for answers continues. 49,53
635,84,4,Episode 4: Legacy 12,An unexpected discovery leads to a startling revelation. 61,99
636,84,5,Episode 5: The Hidden Truth 11,Betrayal and intrigue threaten to undo everything. 51,87
637,84,6,Episode 6: Legacy 7,New alliances are formed as old ones are tested. 58,118
638,84,7,Episode 7: A New Beginning 12,Betrayal and intrigue threaten to undo everything. 52,102
639,84,8,Episode 8: Reckoning 7,Mysteries deepen as the search for answers continues. 50,89
640,85,1,Episode 1: Endgame 14,An unexpected discovery leads to a startling revelation. 62,66
641,85,2,Episode 2: Crossroads 15,New alliances are formed as old ones are tested. 59,101
642,85,3,Episode 3: A New Beginning 15,An unexpected discovery leads to a startling revelation. 63,105
643,85,4,Episode 4: Legacy 13,A race against time to prevent disaster. 58,46
644,85,5,Episode 5: Reckoning 11,The final battle brings a shocking conclusion. 42,61
645,85,6,Episode 6: A New Beginning 13,A race against time to prevent disaster. 59,93
646,85,7,Episode 7: Legacy 13,An unexpected discovery leads to a startling revelation. 64,60
647,85,8,Episode 8: Crossroads 11,"A hidden enemy emerges, threatening all they hold dear. 42",103
648,86,1,Episode 1: A New Beginning 15,An unexpected discovery leads to a startling revelation. 65,52
649,86,2,Episode 2: A New Beginning 17,New alliances are formed as old ones are tested. 60,66
650,86,3,Episode 3: The Hidden Truth 12,A sacrifice is made for the greater good. 51,53
651,86,4,Episode 4: Crossroads 14,The quest for truth takes a dangerous turn. 55,108
652,86,5,Episode 5: A New Beginning 14,A race against time to prevent disaster. 60,71
653,86,6,Episode 6: Reckoning 12,The final battle brings a shocking conclusion. 43,79
654,86,7,Episode 7: Legacy 14,The final battle brings a shocking conclusion. 44,86
655,86,8,Episode 8: Reckoning 8,The final battle brings a shocking conclusion. 45,119
656,86,9,Episode 9: Crossroads 8,A confrontation with the past changes everything. 67,89
657,64,7,Episode 7:  22 Revelation,A sacrifice is made for the greater good. 52,89
658,48,6,Episode 6:  12 Awakening,"A hidden enemy emerges, threatening all they hold dear. 43",67
659,86,10,Episode 10:  75 Resurgence,A confrontation with the past changes everything. 68,79
660,21,9,Episode 9:  55 Rebirth,"A hidden enemy emerges, threatening all they hold dear. 44",33
661,16,9,Episode 9:  1 1 Eclipse,New alliances are formed as old ones are tested. 61,64
662,84,9,Episode 9:  2 1 Genesis,Mysteries deepen as the search for answers continues. 51,71
663,11,8,Episode 8:  40 Ascension,Betrayal and intrigue threaten to undo everything. 53,52
664,75,6,Episode 6:  1 1 Legacy,Mysteries deepen as the search for answers continues. 52,116
665,86,28,Episode 28:  1 1 Destiny,A race against time to prevent disaster. 61,56
666,27,8,Episode 8:  1 1 Harmony,The final battle brings a shocking conclusion. 46,32
667,40,8,Episode 8:  2 1 Odyssey,A journey into the unknown reveals new challenges. 47,111
668,78,11,Episode 11:  86 Voyage,Betrayal and intrigue threaten to undo everything. 54,77
669,77,9,Episode 9:  3 1 Quest,"A hidden enemy emerges, threatening all they hold dear. 45",54
670,17,21,Episode 21:  1 1 Crusade,"A hidden enemy emerges, threatening all they hold dear. 46",44
671,64,8,Episode 8:  3 1 Saga,The quest for truth takes a dangerous turn. 56,43
672,41,10,Episode 10:  2 1 Revelation,Tensions rise as secrets begin to unravel. 52,78
673,62,10,Episode 10:  3 1 Awakening,New alliances are formed as old ones are tested. 62,92
674,64,9,Episode 9:  4 1 Resurgence,A journey into the unknown reveals new challenges. 48,119
675,5,10,Episode 10:  4 1 Rebirth,An unexpected discovery leads to a startling revelation. 66,62
676,14,25,Episode 25:  86 Eclipse,A journey into the unknown reveals new challenges. 49,44
677,5,11,Episode 11:  2 1 Genesis,A journey into the unknown reveals new challenges. 50,86
678,80,10,Episode 10:  5 1 Ascension,Mysteries deepen as the search for answers continues. 53,97
679,13,11,Episode 11:  3 1 Legacy,"A hidden enemy emerges, threatening all they hold dear. 47",69
680,34,9,Episode 9:  5 1 Destiny,Mysteries deepen as the search for answers continues. 54,82
681,41,11,Episode 11:  4 1 Harmony,The final battle brings a shocking conclusion. 47,105
682,25,7,Episode 7:  1 1 Odyssey,Betrayal and intrigue threaten to undo everything. 55,102
683,44,10,Episode 10:  6 1 Voyage,Tensions rise as secrets begin to unravel. 53,53
684,24,9,Episode 9:  6 1 Quest,An unexpected discovery leads to a startling revelation. 67,69
685,55,8,Episode 8:  4 1 Crusade,A journey into the unknown reveals new challenges. 51,76
686,34,10,Episode 10:  7 1 Saga,New alliances are formed as old ones are tested. 63,99
687,69,6,Episode 6:  2 1 Revelation,New alliances are formed as old ones are tested. 64,82
688,40,9,Episode 9:  7 1 Awakening,A sacrifice is made for the greater good. 53,38
689,65,9,Episode 9:  8 1 Resurgence,Mysteries deepen as the search for answers continues. 55,32
690,67,7,Episode 7:  2 1 Rebirth,The quest for truth takes a dangerous turn. 57,54
691,57,9,Episode 9:  9 1 Eclipse,A confrontation with the past changes everything. 69,60
692,5,12,Episode 12:  1 1 Genesis,A race against time to prevent disaster. 62,54
693,78,12,Episode 12:  2 1 Ascension,Mysteries deepen as the search for answers continues. 56,87
694,34,11,Episode 11:  5 1 Legacy,A race against time to prevent disaster. 63,103
695,34,12,Episode 12:  3 1 Destiny,Betrayal and intrigue threaten to undo everything. 56,115
696,26,8,Episode 8:  5 1 Harmony,A race against time to prevent disaster. 64,86
697,45,8,Episode 8:  6 1 Odyssey,Betrayal and intrigue threaten to undo everything. 57,98
698,23,10,Episode 10:  8 1 Voyage,A journey into the unknown reveals new challenges. 52,120
699,65,10,Episode 10:  9 1 Quest,"A hidden enemy emerges, threatening all they hold dear. 48",75
700,9,30,Episode 30:  7 1 Crusade,A journey into the unknown reveals new challenges. 53,119
701,67,28,Episode 28:  10 1 Saga,Tensions rise as secrets begin to unravel. 54,102
702,86,11,Episode 11:  6 1 Revelation,A sacrifice is made for the greater good. 54,76
703,13,12,Episode 12:  4 1 Awakening,An unexpected discovery leads to a startling revelation. 68,109
704,43,11,Episode 11:  7 1 Resurgence,An unexpected discovery leads to a startling revelation. 69,116
705,44,11,Episode 11:  8 1 Rebirth,New alliances are formed as old ones are tested. 65,97
706,85,9,Episode 9:  10 1 Eclipse,A confrontation with the past changes everything. 70,116
707,6,8,Episode 8:  8 1 Genesis,"A hidden enemy emerges, threatening all they hold dear. 49",69
708,2,7,Episode 7:  3 1 Ascension,Betrayal and intrigue threaten to undo everything. 58,87
709,57,10,Episode 10:  11 1 Legacy,An unexpected discovery leads to a startling revelation. 70,101
710,45,9,Episode 9:  11 1 Destiny,Mysteries deepen as the search for answers continues. 57,55
711,26,9,Episode 9:  12 1 Harmony,Tensions rise as secrets begin to unravel. 55,97
712,14,8,Episode 8:  9 1 Odyssey,A journey into the unknown reveals new challenges. 54,120
713,63,9,Episode 9:  13 1 Voyage,A confrontation with the past changes everything. 71,32
714,47,6,Episode 6:  3 1 Quest,A journey into the unknown reveals new challenges. 55,117
715,36,10,Episode 10:  12 1 Crusade,New alliances are formed as old ones are tested. 66,117
716,17,8,Episode 8:  10 1 Saga,A sacrifice is made for the greater good. 55,34
717,68,9,Episode 9:  14 1 Revelation,A confrontation with the past changes everything. 72,35
718,13,13,Episode 13:  86 Awakening,Mysteries deepen as the search for answers continues. 58,80
719,61,6,Episode 6:  4 1 Resurgence,The quest for truth takes a dangerous turn. 58,67
720,81,11,Episode 11:  9 1 Rebirth,Mysteries deepen as the search for answers continues. 59,39
721,24,10,Episode 10:  13 1 Eclipse,New alliances are formed as old ones are tested. 67,80
722,21,23,Episode 23:  1 1 Genesis,Tensions rise as secrets begin to unravel. 56,30
723,71,10,Episode 10:  14 1 Ascension,A race against time to prevent disaster. 65,80
724,18,9,Episode 9:  15 1 Legacy,"A hidden enemy emerges, threatening all they hold dear. 50",78
725,71,11,Episode 11:  10 1 Destiny,A journey into the unknown reveals new challenges. 56,39
726,29,6,Episode 6:  5 1 Harmony,A journey into the unknown reveals new challenges. 57,75
727,2,8,Episode 8:  11 1 Odyssey,The quest for truth takes a dangerous turn. 59,100
728,61,7,Episode 7:  4 1 Voyage,The final battle brings a shocking conclusion. 48,88
729,23,11,Episode 11:  11 1 Quest,Mysteries deepen as the search for answers continues. 60,37
730,46,7,Episode 7:  5 1 Crusade,Tensions rise as secrets begin to unravel. 57,45
731,16,10,Episode 10:  15 1 Saga,Betrayal and intrigue threaten to undo everything. 59,83
732,32,10,Episode 10:  16 1 Revelation,New alliances are formed as old ones are tested. 68,38
733,81,12,Episode 12:  5 1 Awakening,The quest for truth takes a dangerous turn. 60,66
734,25,8,Episode 8:  12 1 Resurgence,A race against time to prevent disaster. 66,113
735,3,8,Episode 8:  13 1 Rebirth,New alliances are formed as old ones are tested. 69,52
736,6,9,Episode 9:  16 1 Eclipse,The final battle brings a shocking conclusion. 49,34
737,40,10,Episode 10:  17 1 Genesis,The final battle brings a shocking conclusion. 50,38
738,60,8,Episode 8:  14 1 Ascension,An unexpected discovery leads to a startling revelation. 71,95
739,24,11,Episode 11:  12 1 Legacy,The quest for truth takes a dangerous turn. 61,64
740,23,12,Episode 12:  6 1 Destiny,"A hidden enemy emerges, threatening all they hold dear. 51",102
741,71,12,Episode 12:  7 1 Harmony,A confrontation with the past changes everything. 73,37
742,81,19,Episode 19:  13 1 Odyssey,Betrayal and intrigue threaten to undo everything. 60,108
743,71,13,Episode 13:  2 1 Voyage,Betrayal and intrigue threaten to undo everything. 61,83
744,37,27,Episode 27:  14 1 Quest,"A hidden enemy emerges, threatening all they hold dear. 52",65
745,39,6,Episode 6:  6 1 Crusade,A journey into the unknown reveals new challenges. 58,44
746,63,10,Episode 10:  18 1 Saga,A race against time to prevent disaster. 67,104
747,73,7,Episode 7:  6 1 Revelation,Tensions rise as secrets begin to unravel. 58,65
748,66,6,Episode 6:  7 1 Awakening,A confrontation with the past changes everything. 74,31
749,16,11,Episode 11:  15 1 Resurgence,The final battle brings a shocking conclusion. 51,37
750,69,7,Episode 7:  7 1 Rebirth,Mysteries deepen as the search for answers continues. 61,76
751,78,13,Episode 13:  3 1 Eclipse,The quest for truth takes a dangerous turn. 62,102
752,78,14,Episode 14:  86 Genesis,A sacrifice is made for the greater good. 56,83
753,9,7,Episode 7:  8 1 Ascension,A journey into the unknown reveals new challenges. 59,52
754,20,8,Episode 8:  15 1 Legacy,An unexpected discovery leads to a startling revelation. 72,65
755,24,12,Episode 12:  8 1 Destiny,Tensions rise as secrets begin to unravel. 59,93
756,1,8,Episode 8:  16 1 Harmony,An unexpected discovery leads to a startling revelation. 73,62
757,4,11,Episode 11:  16 1 Odyssey,New alliances are formed as old ones are tested. 70,99
758,25,9,Episode 9:  17 1 Voyage,A sacrifice is made for the greater good. 57,70
759,35,10,Episode 10:  19 1 Quest,Mysteries deepen as the search for answers continues. 62,109
760,32,11,Episode 11:  17 1 Crusade,Tensions rise as secrets begin to unravel. 60,67
761,70,10,Episode 10:  20 1 Saga,New alliances are formed as old ones are tested. 71,91
762,77,10,Episode 10:  21 1 Revelation,A race against time to prevent disaster. 68,114
763,67,8,Episode 8:  17 1 Awakening,A race against time to prevent disaster. 69,89
764,79,8,Episode 8:  18 1 Resurgence,A confrontation with the past changes everything. 75,82
765,15,11,Episode 11:  18 1 Rebirth,The quest for truth takes a dangerous turn. 63,112
766,73,8,Episode 8:  19 1 Eclipse,An unexpected discovery leads to a startling revelation. 74,81
767,82,10,Episode 10:  22 1 Genesis,Tensions rise as secrets begin to unravel. 61,117
768,55,9,Episode 9:  18 1 Ascension,The final battle brings a shocking conclusion. 52,75
769,3,9,Episode 9:  19 1 Legacy,The quest for truth takes a dangerous turn. 64,42
770,11,36,Episode 36:  20 1 Destiny,A journey into the unknown reveals new challenges. 60,120
771,55,10,Episode 10:  23 1 Harmony,An unexpected discovery leads to a startling revelation. 75,60
772,20,27,Episode 27:  19 1 Odyssey,A confrontation with the past changes everything. 76,80
773,41,12,Episode 12:  9 1 Voyage,The final battle brings a shocking conclusion. 53,108
774,35,20,Episode 20:  1 1 Quest,The quest for truth takes a dangerous turn. 65,97
775,37,11,Episode 11:  20 1 Crusade,Tensions rise as secrets begin to unravel. 62,111
776,17,9,Episode 9:  21 1 Saga,Mysteries deepen as the search for answers continues. 63,54
777,34,13,Episode 13:  4 1 Revelation,Betrayal and intrigue threaten to undo everything. 62,39
778,58,21,Episode 21:  86 Awakening,A journey into the unknown reveals new challenges. 61,101
779,42,7,Episode 7:  9 1 Resurgence,"A hidden enemy emerges, threatening all they hold dear. 53",47
780,60,9,Episode 9:  22 1 Rebirth,A journey into the unknown reveals new challenges. 62,58
781,42,8,Episode 8:  20 1 Eclipse,New alliances are formed as old ones are tested. 72,103
782,58,6,Episode 6:  8 1 Genesis,New alliances are formed as old ones are tested. 73,100
783,45,10,Episode 10:  24 1 Ascension,A race against time to prevent disaster. 70,66
784,4,12,Episode 12:  10 1 Legacy,The final battle brings a shocking conclusion. 54,53
785,73,9,Episode 9:  23 1 Destiny,A sacrifice is made for the greater good. 58,112
786,71,14,Episode 14:  2 1 Harmony,The final battle brings a shocking conclusion. 55,109
787,9,8,Episode 8:  21 1 Odyssey,A confrontation with the past changes everything. 77,71
788,42,9,Episode 9:  24 1 Voyage,The final battle brings a shocking conclusion. 56,71
789,59,10,Episode 10:  25 1 Quest,Mysteries deepen as the search for answers continues. 64,100
790,41,13,Episode 13:  5 1 Crusade,An unexpected discovery leads to a startling revelation. 76,57
791,26,10,Episode 10:  26 1 Saga,The quest for truth takes a dangerous turn. 66,79
792,37,12,Episode 12:  11 1 Revelation,Tensions rise as secrets begin to unravel. 63,74
793,70,11,Episode 11:  21 1 Awakening,Tensions rise as secrets begin to unravel. 64,36
794,19,10,Episode 10:  27 1 Resurgence,The final battle brings a shocking conclusion. 57,55
795,60,10,Episode 10:  28 1 Rebirth,An unexpected discovery leads to a startling revelation. 77,60
796,86,12,Episode 12:  12 1 Eclipse,Tensions rise as secrets begin to unravel. 65,103
797,40,11,Episode 11:  22 1 Genesis,Betrayal and intrigue threaten to undo everything. 63,71
798,47,24,Episode 24:  13 1 Ascension,New alliances are formed as old ones are tested. 74,116
799,67,9,Episode 9:  25 1 Legacy,Tensions rise as secrets begin to unravel. 66,97
800,20,9,Episode 9:  26 1 Destiny,A sacrifice is made for the greater good. 59,64
801,77,11,Episode 11:  23 1 Harmony,Tensions rise as secrets begin to unravel. 67,72
802,69,8,Episode 8:  22 1 Odyssey,New alliances are formed as old ones are tested. 75,31
803,5,13,Episode 13:  6 1 Voyage,An unexpected discovery leads to a startling revelation. 78,117
804,38,6,Episode 6:  9 1 Quest,New alliances are formed as old ones are tested. 76,96
805,40,12,Episode 12:  14 1 Crusade,Mysteries deepen as the search for answers continues. 65,101
806,24,13,Episode 13:  7 1 Saga,Betrayal and intrigue threaten to undo everything. 64,57
807,70,12,Episode 12:  15 1 Revelation,A confrontation with the past changes everything. 78,42
808,72,9,Episode 9:  27 1 Awakening,The final battle brings a shocking conclusion. 58,116
809,41,14,Episode 14:  3 1 Resurgence,A sacrifice is made for the greater good. 60,78
810,36,11,Episode 11:  24 1 Rebirth,A race against time to prevent disaster. 71,82
811,65,11,Episode 11:  25 1 Eclipse,A sacrifice is made for the greater good. 61,81
812,6,10,Episode 10:  29 1 Genesis,Tensions rise as secrets begin to unravel. 68,49
813,64,10,Episode 10:  30 1 Ascension,Betrayal and intrigue threaten to undo everything. 65,106
814,4,13,Episode 13:  8 1 Legacy,Mysteries deepen as the search for answers continues. 66,112
815,28,8,Episode 8:  23 1 Destiny,A confrontation with the past changes everything. 79,77
816,15,12,Episode 12:  16 1 Harmony,Tensions rise as secrets begin to unravel. 69,81
817,42,10,Episode 10:  31 1 Odyssey,A journey into the unknown reveals new challenges. 63,46
818,60,11,Episode 11:  26 1 Voyage,An unexpected discovery leads to a startling revelation. 79,82
819,80,24,Episode 24:  32 1 Quest,Betrayal and intrigue threaten to undo everything. 66,80
820,76,8,Episode 8:  24 1 Crusade,A race against time to prevent disaster. 72,44
821,72,10,Episode 10:  33 1 Saga,Betrayal and intrigue threaten to undo everything. 67,115
822,13,14,Episode 14:  4 1 Revelation,Betrayal and intrigue threaten to undo everything. 68,66
823,33,11,Episode 11:  27 1 Awakening,"A hidden enemy emerges, threatening all they hold dear. 54",66
824,13,15,Episode 15:  1 1 Resurgence,Mysteries deepen as the search for answers continues. 67,56
825,8,10,Episode 10:  34 1 Rebirth,Betrayal and intrigue threaten to undo everything. 69,108
826,61,8,Episode 8:  25 1 Eclipse,The final battle brings a shocking conclusion. 59,66
827,55,11,Episode 11:  28 1 Genesis,"A hidden enemy emerges, threatening all they hold dear. 55",44
828,39,7,Episode 7:  10 1 Ascension,A race against time to prevent disaster. 73,39
829,2,9,Episode 9:  28 1 Legacy,New alliances are formed as old ones are tested. 77,31
830,12,10,Episode 10:  35 1 Destiny,A confrontation with the past changes everything. 80,118
831,26,11,Episode 11:  29 1 Harmony,Tensions rise as secrets begin to unravel. 70,55
832,73,10,Episode 10:  36 1 Odyssey,A race against time to prevent disaster. 74,62
833,22,11,Episode 11:  30 1 Voyage,Betrayal and intrigue threaten to undo everything. 70,103
834,79,9,Episode 9:  29 1 Quest,"A hidden enemy emerges, threatening all they hold dear. 56",85
835,9,9,Episode 9:  30 1 Crusade,Mysteries deepen as the search for answers continues. 68,105
836,47,7,Episode 7:  11 1 Saga,The quest for truth takes a dangerous turn. 67,83
837,47,8,Episode 8:  26 1 Revelation,A journey into the unknown reveals new challenges. 64,115
838,20,10,Episode 10:  37 1 Awakening,The final battle brings a shocking conclusion. 60,32
839,57,24,Episode 24:  31 1 Resurgence,The quest for truth takes a dangerous turn. 68,51
840,31,10,Episode 10:  38 1 Rebirth,New alliances are formed as old ones are tested. 78,82
841,28,9,Episode 9:  31 1 Eclipse,A journey into the unknown reveals new challenges. 65,61
842,22,12,Episode 12:  17 1 Genesis,New alliances are formed as old ones are tested. 79,36
843,57,11,Episode 11:  32 1 Ascension,A sacrifice is made for the greater good. 62,118
844,8,20,Episode 20:  18 1 Legacy,A sacrifice is made for the greater good. 63,53
845,78,15,Episode 15:  2 1 Destiny,Betrayal and intrigue threaten to undo everything. 71,55
846,41,15,Episode 15:  3 1 Harmony,A sacrifice is made for the greater good. 64,108
847,66,7,Episode 7:  12 1 Odyssey,A race against time to prevent disaster. 75,116
